id,name,code,unit,price,sold,date,created_date
,котлета по-киевски,430334436,шт.,185,105,2022-12-25,
,куп кур.медальоны,460351207,шт.,148,105,2022-12-25,
,кур. с орех соусом3,430343370,шт.,204,105,2022-12-25,
,запеканка твор.готов,420346213,шт.,190,105,2022-12-25,
,салат с сельдью Люци,400344658,шт.,148,105,2022-12-25,
,брокколи с сыром,420346232,шт.,192,56,2022-12-26,
,буррито вегетар.,430343394,шт.,214,86,2022-12-26,
,говядина по-бургундк,400356359,шт.,184,106,2022-12-26,
,говядина с картоф.,400331689,шт.,147,106,2022-12-26,
,говядина с соусом,400331665,шт.,186,106,2022-12-26,
,говядина сыр и барбе,400341947,шт.,203,106,2022-12-26,
,жульен грибной,440359723,шт.,189,106,2022-12-26,
,карт.жаркое с курице,450338990,шт.,193,106,2022-12-26,
,котлета домашняя,999900632,шт.,215,106,2022-12-26,
,котлета по-киевски,430334436,шт.,185,106,2022-12-26,
,куп кур.медальоны,460351207,шт.,148,106,2022-12-26,
,кур. с орех соусом4,430343370,шт.,204,106,2022-12-26,
,запеканка твор.готов,420346213,шт.,190,106,2022-12-26,
,салат с сельдью Люци,400344658,шт.,148,106,2022-12-26,
,брокколи с сыром,420346232,шт.,192,57,2022-12-27,
,буррито вегетар.,430343394,шт.,214,87,2022-12-27,
,говядина по-бургундк,400356359,шт.,184,107,2022-12-27,
,говядина с картоф.,400331689,шт.,147,107,2022-12-27,
,говядина с соусом,400331665,шт.,186,107,2022-12-27,
,говядина сыр и барбе,400341947,шт.,203,107,2022-12-27,
,жульен грибной,440359723,шт.,189,107,2022-12-27,
,карт.жаркое с курице,450338990,шт.,193,107,2022-12-27,
,котлета домашняя,999900632,шт.,215,107,2022-12-27,
,котлета по-киевски,430334436,шт.,185,107,2022-12-27,
,куп кур.медальоны,460351207,шт.,148,107,2022-12-27,
,кур. с орех соусом5,430343370,шт.,204,107,2022-12-27,
,запеканка твор.готов,420346213,шт.,190,107,2022-12-27,
,салат с сельдью Люци,400344658,шт.,148,107,2022-12-27,
,брокколи с сыром,420346232,шт.,192,58,2022-12-28,
,буррито вегетар.,430343394,шт.,214,88,2022-12-28,
,говядина по-бургундк,400356359,шт.,184,108,2022-12-28,
,говядина с картоф.,400331689,шт.,147,108,2022-12-28,
,говядина с соусом,400331665,шт.,186,108,2022-12-28,
,говядина сыр и барбе,400341947,шт.,203,108,2022-12-28,
,жульен грибной,440359723,шт.,189,108,2022-12-28,
,карт.жаркое с курице,450338990,шт.,193,108,2022-12-28,
,котлета домашняя,999900632,шт.,215,108,2022-12-28,
,котлета по-киевски,430334436,шт.,185,108,2022-12-28,
,куп кур.медальоны,460351207,шт.,148,108,2022-12-28,
,кур. с орех соусом6,430343370,шт.,204,108,2022-12-28,
,запеканка твор.готов,420346213,шт.,190,108,2022-12-28,
,салат с сельдью Люци,400344658,шт.,148,108,2022-12-28,
,брокколи с сыром,420346232,шт.,192,59,2022-12-29,
,буррито вегетар.,430343394,шт.,214,89,2022-12-29,
,говядина по-бургундк,400356359,шт.,184,109,2022-12-29,
,говядина с картоф.,400331689,шт.,147,109,2022-12-29,
,говядина с соусом,400331665,шт.,186,109,2022-12-29,
,говядина сыр и барбе,400341947,шт.,203,109,2022-12-29,
,жульен грибной,440359723,шт.,189,109,2022-12-29,
,карт.жаркое с курице,450338990,шт.,193,109,2022-12-29,
,котлета домашняя,999900632,шт.,215,109,2022-12-29,
,котлета по-киевски,430334436,шт.,185,109,2022-12-29,
,куп кур.медальоны,460351207,шт.,148,109,2022-12-29,
,кур. с орех соусом7,430343370,шт.,204,109,2022-12-29,
,запеканка твор.готов,420346213,шт.,190,109,2022-12-29,
,салат с сельдью Люци,400344658,шт.,148,109,2022-12-29,
,брокколи с сыром,420346232,шт.,192,60,2022-12-30,
,буррито вегетар.,430343394,шт.,214,90,2022-12-30,
,говядина по-бургундк,400356359,шт.,184,110,2022-12-30,
,говядина с картоф.,400331689,шт.,147,110,2022-12-30,
,говядина с соусом,400331665,шт.,186,110,2022-12-30,
,говядина сыр и барбе,400341947,шт.,203,110,2022-12-30,
,жульен грибной,440359723,шт.,189,110,2022-12-30,
,карт.жаркое с курице,450338990,шт.,193,110,2022-12-30,
,котлета домашняя,999900632,шт.,215,110,2022-12-30,
,котлета по-киевски,430334436,шт.,185,110,2022-12-30,
,куп кур.медальоны,460351207,шт.,148,110,2022-12-30,
,кур. с орех соусом8,430343370,шт.,204,110,2022-12-30,
,запеканка твор.готов,420346213,шт.,190,110,2022-12-30,
,салат с сельдью Люци,400344658,шт.,148,110,2022-12-30,
,брокколи с сыром,420346232,шт.,192,61,2022-12-31,
,буррито вегетар.,430343394,шт.,214,91,2022-12-31,
,говядина по-бургундк,400356359,шт.,184,111,2022-12-31,
,говядина с картоф.,400331689,шт.,147,111,2022-12-31,
,говядина с соусом,400331665,шт.,186,111,2022-12-31,
,говядина сыр и барбе,400341947,шт.,203,111,2022-12-31,
,жульен грибной,440359723,шт.,189,111,2022-12-31,
,карт.жаркое с курице,450338990,шт.,193,111,2022-12-31,
,котлета домашняя,999900632,шт.,215,111,2022-12-31,
,котлета по-киевски,430334436,шт.,185,111,2022-12-31,
,куп кур.медальоны,460351207,шт.,148,111,2022-12-31,
,кур. с орех соусом9,430343370,шт.,204,111,2022-12-31,
,запеканка твор.готов,420346213,шт.,190,111,2022-12-31,
,салат с сельдью Люци,400344658,шт.,148,111,2022-12-31,
,брокколи с сыром,420346232,шт.,192,62,2023-01-01,
,буррито вегетар.,430343394,шт.,214,92,2023-01-01,
,говядина по-бургундк,400356359,шт.,184,112,2023-01-01,
,говядина с картоф.,400331689,шт.,147,112,2023-01-01,
,говядина с соусом,400331665,шт.,186,112,2023-01-01,
,говядина сыр и барбе,400341947,шт.,203,112,2023-01-01,
,жульен грибной,440359723,шт.,189,112,2023-01-01,
,карт.жаркое с курице,450338990,шт.,193,112,2023-01-01,
,котлета домашняя,999900632,шт.,215,112,2023-01-01,
,котлета по-киевски,430334436,шт.,185,112,2023-01-01,
,куп кур.медальоны,460351207,шт.,148,112,2023-01-01,
,кур. с орех соусом10,430343370,шт.,204,112,2023-01-01,
,запеканка твор.готов,420346213,шт.,190,112,2023-01-01,
,салат с сельдью Люци,400344658,шт.,148,112,2023-01-01,
,брокколи с сыром,420346232,шт.,192,63,2023-01-02,
,буррито вегетар.,430343394,шт.,214,93,2023-01-02,
,говядина по-бургундк,400356359,шт.,184,113,2023-01-02,
,говядина с картоф.,400331689,шт.,147,113,2023-01-02,
,говядина с соусом,400331665,шт.,186,113,2023-01-02,
,говядина сыр и барбе,400341947,шт.,203,113,2023-01-02,
,жульен грибной,440359723,шт.,189,113,2023-01-02,
,карт.жаркое с курице,450338990,шт.,193,113,2023-01-02,
,котлета домашняя,999900632,шт.,215,113,2023-01-02,
,котлета по-киевски,430334436,шт.,185,113,2023-01-02,
,куп кур.медальоны,460351207,шт.,148,113,2023-01-02,
,кур. с орех соусом11,430343370,шт.,204,113,2023-01-02,
,запеканка твор.готов,420346213,шт.,190,113,2023-01-02,
,салат с сельдью Люци,400344658,шт.,148,113,2023-01-02,
,брокколи с сыром,420346232,шт.,192,64,2023-01-03,
,буррито вегетар.,430343394,шт.,214,94,2023-01-03,
,говядина по-бургундк,400356359,шт.,184,114,2023-01-03,
,говядина с картоф.,400331689,шт.,147,114,2023-01-03,
,говядина с соусом,400331665,шт.,186,114,2023-01-03,
,говядина сыр и барбе,400341947,шт.,203,114,2023-01-03,
,жульен грибной,440359723,шт.,189,114,2023-01-03,
,карт.жаркое с курице,450338990,шт.,193,114,2023-01-03,
,котлета домашняя,999900632,шт.,215,114,2023-01-03,
,котлета по-киевски,430334436,шт.,185,114,2023-01-03,
,куп кур.медальоны,460351207,шт.,148,114,2023-01-03,
,кур. с орех соусом12,430343370,шт.,204,114,2023-01-03,
,запеканка твор.готов,420346213,шт.,190,114,2023-01-03,
,салат с сельдью Люци,400344658,шт.,148,114,2023-01-03,
,брокколи с сыром,420346232,шт.,192,65,2023-01-04,
,буррито вегетар.,430343394,шт.,214,95,2023-01-04,
,говядина по-бургундк,400356359,шт.,184,115,2023-01-04,
,говядина с картоф.,400331689,шт.,147,115,2023-01-04,
,говядина с соусом,400331665,шт.,186,115,2023-01-04,
,говядина сыр и барбе,400341947,шт.,203,115,2023-01-04,
,жульен грибной,440359723,шт.,189,115,2023-01-04,
,карт.жаркое с курице,450338990,шт.,193,115,2023-01-04,
,котлета домашняя,999900632,шт.,215,115,2023-01-04,
,котлета по-киевски,430334436,шт.,185,115,2023-01-04,
,куп кур.медальоны,460351207,шт.,148,115,2023-01-04,
,кур. с орех соусом13,430343370,шт.,204,115,2023-01-04,
,запеканка твор.готов,420346213,шт.,190,115,2023-01-04,
,салат с сельдью Люци,400344658,шт.,148,115,2023-01-04,
,брокколи с сыром,420346232,шт.,192,66,2023-01-05,
,буррито вегетар.,430343394,шт.,214,96,2023-01-05,
,говядина по-бургундк,400356359,шт.,184,116,2023-01-05,
,говядина с картоф.,400331689,шт.,147,116,2023-01-05,
,говядина с соусом,400331665,шт.,186,116,2023-01-05,
,говядина сыр и барбе,400341947,шт.,203,116,2023-01-05,
,жульен грибной,440359723,шт.,189,116,2023-01-05,
,карт.жаркое с курице,450338990,шт.,193,116,2023-01-05,
,котлета домашняя,999900632,шт.,215,116,2023-01-05,
,котлета по-киевски,430334436,шт.,185,116,2023-01-05,
,куп кур.медальоны,460351207,шт.,148,116,2023-01-05,
,кур. с орех соусом14,430343370,шт.,204,116,2023-01-05,
,запеканка твор.готов,420346213,шт.,190,116,2023-01-05,
,салат с сельдью Люци,400344658,шт.,148,116,2023-01-05,
,брокколи с сыром,420346232,шт.,192,67,2023-01-06,
,буррито вегетар.,430343394,шт.,214,97,2023-01-06,
,говядина по-бургундк,400356359,шт.,184,117,2023-01-06,
,говядина с картоф.,400331689,шт.,147,117,2023-01-06,
,говядина с соусом,400331665,шт.,186,117,2023-01-06,
,говядина сыр и барбе,400341947,шт.,203,117,2023-01-06,
,жульен грибной,440359723,шт.,189,117,2023-01-06,
,карт.жаркое с курице,450338990,шт.,193,117,2023-01-06,
,котлета домашняя,999900632,шт.,215,117,2023-01-06,
,котлета по-киевски,430334436,шт.,185,117,2023-01-06,
,куп кур.медальоны,460351207,шт.,148,117,2023-01-06,
,кур. с орех соусом15,430343370,шт.,204,117,2023-01-06,
,запеканка твор.готов,420346213,шт.,190,117,2023-01-06,
,салат с сельдью Люци,400344658,шт.,148,117,2023-01-06,
,брокколи с сыром,420346232,шт.,192,68,2023-01-07,
,буррито вегетар.,430343394,шт.,214,98,2023-01-07,
,говядина по-бургундк,400356359,шт.,184,118,2023-01-07,
,говядина с картоф.,400331689,шт.,147,118,2023-01-07,
,говядина с соусом,400331665,шт.,186,118,2023-01-07,
,говядина сыр и барбе,400341947,шт.,203,118,2023-01-07,
,жульен грибной,440359723,шт.,189,118,2023-01-07,
,карт.жаркое с курице,450338990,шт.,193,118,2023-01-07,
,котлета домашняя,999900632,шт.,215,118,2023-01-07,
,котлета по-киевски,430334436,шт.,185,118,2023-01-07,
,куп кур.медальоны,460351207,шт.,148,118,2023-01-07,
,кур. с орех соусом16,430343370,шт.,204,118,2023-01-07,
,запеканка твор.готов,420346213,шт.,190,118,2023-01-07,
,салат с сельдью Люци,400344658,шт.,148,118,2023-01-07,
,брокколи с сыром,420346232,шт.,192,69,2023-01-08,
,буррито вегетар.,430343394,шт.,214,99,2023-01-08,
,говядина по-бургундк,400356359,шт.,184,119,2023-01-08,
,говядина с картоф.,400331689,шт.,147,119,2023-01-08,
,говядина с соусом,400331665,шт.,186,119,2023-01-08,
,говядина сыр и барбе,400341947,шт.,203,119,2023-01-08,
,жульен грибной,440359723,шт.,189,119,2023-01-08,
,карт.жаркое с курице,450338990,шт.,193,119,2023-01-08,
,котлета домашняя,999900632,шт.,215,119,2023-01-08,
,котлета по-киевски,430334436,шт.,185,119,2023-01-08,
,куп кур.медальоны,460351207,шт.,148,119,2023-01-08,
,кур. с орех соусом17,430343370,шт.,204,119,2023-01-08,
,запеканка твор.готов,420346213,шт.,190,119,2023-01-08,
,салат с сельдью Люци,400344658,шт.,148,119,2023-01-08,
,брокколи с сыром,420346232,шт.,192,70,2023-01-09,
,буррито вегетар.,430343394,шт.,214,100,2023-01-09,
,говядина по-бургундк,400356359,шт.,184,120,2023-01-09,
,говядина с картоф.,400331689,шт.,147,120,2023-01-09,
,говядина с соусом,400331665,шт.,186,120,2023-01-09,
,говядина сыр и барбе,400341947,шт.,203,120,2023-01-09,
,жульен грибной,440359723,шт.,189,120,2023-01-09,
,карт.жаркое с курице,450338990,шт.,193,120,2023-01-09,
,котлета домашняя,999900632,шт.,215,120,2023-01-09,
,котлета по-киевски,430334436,шт.,185,120,2023-01-09,
,куп кур.медальоны,460351207,шт.,148,120,2023-01-09,
,кур. с орех соусом18,430343370,шт.,204,120,2023-01-09,
,запеканка твор.готов,420346213,шт.,190,120,2023-01-09,
,салат с сельдью Люци,400344658,шт.,148,120,2023-01-09,
,брокколи с сыром,420346232,шт.,192,71,2023-01-10,
,буррито вегетар.,430343394,шт.,214,101,2023-01-10,
,говядина по-бургундк,400356359,шт.,184,121,2023-01-10,
,говядина с картоф.,400331689,шт.,147,121,2023-01-10,
,говядина с соусом,400331665,шт.,186,121,2023-01-10,
,говядина сыр и барбе,400341947,шт.,203,121,2023-01-10,
,жульен грибной,440359723,шт.,189,121,2023-01-10,
,карт.жаркое с курице,450338990,шт.,193,121,2023-01-10,
,котлета домашняя,999900632,шт.,215,121,2023-01-10,
,котлета по-киевски,430334436,шт.,185,121,2023-01-10,
,куп кур.медальоны,460351207,шт.,148,121,2023-01-10,
,кур. с орех соусом19,430343370,шт.,204,121,2023-01-10,
,запеканка твор.готов,420346213,шт.,190,121,2023-01-10,
,салат с сельдью Люци,400344658,шт.,148,121,2023-01-10,
,брокколи с сыром,420346232,шт.,192,72,2023-01-11,
,буррито вегетар.,430343394,шт.,214,102,2023-01-11,
,говядина по-бургундк,400356359,шт.,184,122,2023-01-11,
,говядина с картоф.,400331689,шт.,147,122,2023-01-11,
,говядина с соусом,400331665,шт.,186,122,2023-01-11,
,говядина сыр и барбе,400341947,шт.,203,122,2023-01-11,
,жульен грибной,440359723,шт.,189,122,2023-01-11,
,карт.жаркое с курице,450338990,шт.,193,122,2023-01-11,
,котлета домашняя,999900632,шт.,215,122,2023-01-11,
,котлета по-киевски,430334436,шт.,185,122,2023-01-11,
,куп кур.медальоны,460351207,шт.,148,122,2023-01-11,
,кур. с орех соусом20,430343370,шт.,204,122,2023-01-11,
,запеканка твор.готов,420346213,шт.,190,122,2023-01-11,
,салат с сельдью Люци,400344658,шт.,148,122,2023-01-11,
,брокколи с сыром,420346232,шт.,192,73,2023-01-12,
,буррито вегетар.,430343394,шт.,214,103,2023-01-12,
,говядина по-бургундк,400356359,шт.,184,123,2023-01-12,
,говядина с картоф.,400331689,шт.,147,123,2023-01-12,
,говядина с соусом,400331665,шт.,186,123,2023-01-12,
,говядина сыр и барбе,400341947,шт.,203,123,2023-01-12,
,жульен грибной,440359723,шт.,189,123,2023-01-12,
,карт.жаркое с курице,450338990,шт.,193,123,2023-01-12,
,котлета домашняя,999900632,шт.,215,123,2023-01-12,
,котлета по-киевски,430334436,шт.,185,123,2023-01-12,
,куп кур.медальоны,460351207,шт.,148,123,2023-01-12,
,кур. с орех соусом21,430343370,шт.,204,123,2023-01-12,
,запеканка твор.готов,420346213,шт.,190,123,2023-01-12,
,салат с сельдью Люци,400344658,шт.,148,123,2023-01-12,
,брокколи с сыром,420346232,шт.,192,74,2023-01-13,
,буррито вегетар.,430343394,шт.,214,104,2023-01-13,
,говядина по-бургундк,400356359,шт.,184,124,2023-01-13,
,говядина с картоф.,400331689,шт.,147,124,2023-01-13,
,говядина с соусом,400331665,шт.,186,124,2023-01-13,
,говядина сыр и барбе,400341947,шт.,203,124,2023-01-13,
,жульен грибной,440359723,шт.,189,124,2023-01-13,
,карт.жаркое с курице,450338990,шт.,193,124,2023-01-13,
,котлета домашняя,999900632,шт.,215,124,2023-01-13,
,котлета по-киевски,430334436,шт.,185,124,2023-01-13,
,куп кур.медальоны,460351207,шт.,148,124,2023-01-13,
,кур. с орех соусом22,430343370,шт.,204,124,2023-01-13,
,запеканка твор.готов,420346213,шт.,190,124,2023-01-13,
,салат с сельдью Люци,400344658,шт.,148,124,2023-01-13,
,брокколи с сыром,420346232,шт.,192,75,2023-01-14,
,буррито вегетар.,430343394,шт.,214,105,2023-01-14,
,говядина по-бургундк,400356359,шт.,184,125,2023-01-14,
,говядина с картоф.,400331689,шт.,147,125,2023-01-14,
,говядина с соусом,400331665,шт.,186,125,2023-01-14,
,говядина сыр и барбе,400341947,шт.,203,125,2023-01-14,
,жульен грибной,440359723,шт.,189,125,2023-01-14,
,карт.жаркое с курице,450338990,шт.,193,125,2023-01-14,
,котлета домашняя,999900632,шт.,215,125,2023-01-14,
,котлета по-киевски,430334436,шт.,185,125,2023-01-14,
,куп кур.медальоны,460351207,шт.,148,125,2023-01-14,
,кур. с орех соусом23,430343370,шт.,204,125,2023-01-14,
,запеканка твор.готов,420346213,шт.,190,125,2023-01-14,
,салат с сельдью Люци,400344658,шт.,148,125,2023-01-14,
,брокколи с сыром,420346232,шт.,192,76,2023-01-15,
,буррито вегетар.,430343394,шт.,214,106,2023-01-15,
,говядина по-бургундк,400356359,шт.,184,126,2023-01-15,
,говядина с картоф.,400331689,шт.,147,126,2023-01-15,
,говядина с соусом,400331665,шт.,186,126,2023-01-15,
,говядина сыр и барбе,400341947,шт.,203,126,2023-01-15,
,жульен грибной,440359723,шт.,189,126,2023-01-15,
,карт.жаркое с курице,450338990,шт.,193,126,2023-01-15,
,котлета домашняя,999900632,шт.,215,126,2023-01-15,
,котлета по-киевски,430334436,шт.,185,126,2023-01-15,
,куп кур.медальоны,460351207,шт.,148,126,2023-01-15,
,кур. с орех соусом24,430343370,шт.,204,126,2023-01-15,
,запеканка твор.готов,420346213,шт.,190,126,2023-01-15,
,салат с сельдью Люци,400344658,шт.,148,126,2023-01-15,
,брокколи с сыром,420346232,шт.,192,77,2023-01-16,
,буррито вегетар.,430343394,шт.,214,107,2023-01-16,
,говядина по-бургундк,400356359,шт.,184,127,2023-01-16,
,говядина с картоф.,400331689,шт.,147,127,2023-01-16,
,говядина с соусом,400331665,шт.,186,127,2023-01-16,
,говядина сыр и барбе,400341947,шт.,203,127,2023-01-16,
,жульен грибной,440359723,шт.,189,127,2023-01-16,
,карт.жаркое с курице,450338990,шт.,193,127,2023-01-16,
,котлета домашняя,999900632,шт.,215,127,2023-01-16,
,котлета по-киевски,430334436,шт.,185,127,2023-01-16,
,куп кур.медальоны,460351207,шт.,148,127,2023-01-16,
,кур. с орех соусом25,430343370,шт.,204,127,2023-01-16,
,запеканка твор.готов,420346213,шт.,190,127,2023-01-16,
,салат с сельдью Люци,400344658,шт.,148,127,2023-01-16,
,брокколи с сыром,420346232,шт.,192,78,2023-01-17,
,буррито вегетар.,430343394,шт.,214,108,2023-01-17,
,говядина по-бургундк,400356359,шт.,184,128,2023-01-17,
,говядина с картоф.,400331689,шт.,147,128,2023-01-17,
,говядина с соусом,400331665,шт.,186,128,2023-01-17,
,говядина сыр и барбе,400341947,шт.,203,128,2023-01-17,
,жульен грибной,440359723,шт.,189,128,2023-01-17,
,карт.жаркое с курице,450338990,шт.,193,128,2023-01-17,
,котлета домашняя,999900632,шт.,215,128,2023-01-17,
,котлета по-киевски,430334436,шт.,185,128,2023-01-17,
,куп кур.медальоны,460351207,шт.,148,128,2023-01-17,
,кур. с орех соусом26,430343370,шт.,204,128,2023-01-17,
,запеканка твор.готов,420346213,шт.,190,128,2023-01-17,
,салат с сельдью Люци,400344658,шт.,148,128,2023-01-17,
,брокколи с сыром,420346232,шт.,192,79,2023-01-18,
,буррито вегетар.,430343394,шт.,214,109,2023-01-18,
,говядина по-бургундк,400356359,шт.,184,129,2023-01-18,
,говядина с картоф.,400331689,шт.,147,129,2023-01-18,
,говядина с соусом,400331665,шт.,186,129,2023-01-18,
,говядина сыр и барбе,400341947,шт.,203,129,2023-01-18,
,жульен грибной,440359723,шт.,189,129,2023-01-18,
,карт.жаркое с курице,450338990,шт.,193,129,2023-01-18,
,котлета домашняя,999900632,шт.,215,129,2023-01-18,
,котлета по-киевски,430334436,шт.,185,129,2023-01-18,
,куп кур.медальоны,460351207,шт.,148,129,2023-01-18,
,кур. с орех соусом27,430343370,шт.,204,129,2023-01-18,
,запеканка твор.готов,420346213,шт.,190,129,2023-01-18,
,салат с сельдью Люци,400344658,шт.,148,129,2023-01-18,
,брокколи с сыром,420346232,шт.,192,80,2023-01-19,
,буррито вегетар.,430343394,шт.,214,110,2023-01-19,
,говядина по-бургундк,400356359,шт.,184,130,2023-01-19,
,говядина с картоф.,400331689,шт.,147,130,2023-01-19,
,говядина с соусом,400331665,шт.,186,130,2023-01-19,
,говядина сыр и барбе,400341947,шт.,203,130,2023-01-19,
,жульен грибной,440359723,шт.,189,130,2023-01-19,
,карт.жаркое с курице,450338990,шт.,193,130,2023-01-19,
,котлета домашняя,999900632,шт.,215,130,2023-01-19,
,котлета по-киевски,430334436,шт.,185,130,2023-01-19,
,куп кур.медальоны,460351207,шт.,148,130,2023-01-19,
,кур. с орех соусом28,430343370,шт.,204,130,2023-01-19,
,запеканка твор.готов,420346213,шт.,190,130,2023-01-19,
,салат с сельдью Люци,400344658,шт.,148,130,2023-01-19,
,брокколи с сыром,420346232,шт.,192,81,2023-01-20,
,буррито вегетар.,430343394,шт.,214,111,2023-01-20,
,говядина по-бургундк,400356359,шт.,184,131,2023-01-20,
,говядина с картоф.,400331689,шт.,147,131,2023-01-20,
,говядина с соусом,400331665,шт.,186,131,2023-01-20,
,говядина сыр и барбе,400341947,шт.,203,131,2023-01-20,
,жульен грибной,440359723,шт.,189,131,2023-01-20,
,карт.жаркое с курице,450338990,шт.,193,131,2023-01-20,
,котлета домашняя,999900632,шт.,215,131,2023-01-20,
,котлета по-киевски,430334436,шт.,185,131,2023-01-20,
,куп кур.медальоны,460351207,шт.,148,131,2023-01-20,
,кур. с орех соусом29,430343370,шт.,204,131,2023-01-20,
,запеканка твор.готов,420346213,шт.,190,131,2023-01-20,
,салат с сельдью Люци,400344658,шт.,148,131,2023-01-20,
